Name, Country, Age, Death_year, Death_cause
Iyothee_Thass, Unknwon, 56, 1914, Unknown
Izaak_Kramsztyk, Unknwon, 56, 1889, Unknown
Jerzy_Giedroyc, France, 94, 2000, Unknown
Jesse_Hill_Jr., United States, 86, 2012, Unknown
Jesse_J._McCrary,_Jr., United States, 70, 2007, Unknown
Jessie_Aitken, United States, 70, 1934, Unknown
Jessie_Boucherett, United States, 70, 1905, Unknown
Jessie_Daniel_Ames, Unknwon, 89, 1972, Unknown
Jessie_Vasey, Australia, 69, 1966, Unknown
Jessie_Wallace_Hughan, Australia, 69, 1955, Unknown
Jessie_Woodrow_Wilson_Sayre, United States, 46, 1933, Unknown
Jhinabhai_Desai, India, 88, 1991, Unknown
Jiichirō_Matsumoto, Japan, 79, 1966, Unknown
Jim_Edwards_(political_activist), Unknwon, 60, 1952, Unknown
Jim_Egan_(activist), Canada, 79, 2000, Unknown
Jim_Foster_(activist), United States, 56, 1990, Unknown
Jim_Letherer, United States, 68, 2001, Unknown
Jim_McAllister_(Irish_republican), Ireland, 69, 2013, Unknown
Jim_Spagg, Unknwon, 65, 2004, Unknown
Jissaku_Nakamura, Unknwon, 65, 1943, Unknown
Jiřina_Jirásková, Unknwon, 82, 2013, Unknown
Jiřina_Švorcová, Unknwon, 83, 2011, Unknown
Joan_Bartlett, Unknwon, 91, 2002, Unknown
Joan_Beauchamp, United Kingdom, 74, 1964, Unknown
Joan_Rodker, United Kingdom, 95, 2010, Unknown
Joel_Abraham_List, United Kingdom, 95, 1848, Unknown
Joel_Gustave_Nana_Ngongang, Cameroon, 33, 2015, Unknown
Joel_Weisman, United States, 66, 2009, Unknown
Johan_Scharffenberg, United States, 66, 1965, Unknown
Johann_Hinrich_Wichern, United States, 66, 1881, Unknown
Johanna_Brandt, United States, 66, 1964, Unknown
John_(Jean)_Pierre_Burr, United States, 66, 1864, Unknown
John_Aubrey_Davis,_Sr., United States, 90, 2002, Unknown
John_Barton_(Quaker), United States, 90, 1789, Unknown
John_Beeson, United States, 90, 1889, Unknown
John_Bellers, United States, 90, 1725, Unknown
John_C._Willke, United States, 90, 2015, Unknown
John_Cort, United States, 93, 2006, Unknown
John_Cross,_Jr., United States, 82, 2007, Unknown
James_Maley, United Kingdom, 99, 2007, Unknown
James_McDyer, Ireland, 77, 1987, Unknown
James_McMaster, Ireland, 77, 1886, Unknown
James_Moroka, Unknwon, 94, 1985, Unknown
James_Mott, Unknwon, 94, 1868, Unknown
James_Munro_Bertram, New Zealand, 83, 1993, Unknown
James_Nabrit, United States, 81, 2013, Unknown
James_Nabrit,_Jr., United States, 97, 1997, Unknown
James_Peck_(pacifist), United States, 79, 1993, Unknown
James_R._Dumpson, United States, 103, 2012, Unknown
James_R._Lawson, United States, 67, 1985, Unknown
James_S._Allen, United States, 80, 1986, Unknown
James_Thompson_Bain, United States, 80, 1919, Unknown
Jan_Czyński, United States, 80, 1867, Unknown
Jan_Dekert, United States, 80, 1790, Unknown
Jan_Dołęga-Zakrzewski, United States, 80, 1936, Unknown
Jan_Muhammad_Junejo, India, 35, 1921, Unknown
Jan_P._Strijbos, Netherlands, 92, 1983, Unknown
Jan_Tomasz_Zamoyski, Poland, 90, 2002, Unknown
Jan_de_Vries_(soldier), Canada, 88, 2012, Unknown
Jan_Šverma, Unknwon, 43, 1944, Unknown
Janaki_Devi_Bajaj, India, 80, 1973, Unknown
Janet_Chance, United Kingdom, 67, 1953, Unknown
Janet_Freeman, United States, 61, 2011, Unknown
Janet_Liang, United States, 25, 2012, Acute lymphoblastic leukemia
Janet_McCloud, India, 69, 2003, Unknown
Janey_Buchan, Unknwon, 86, 2012, Unknown
Janusz_Krupski, Russia, 59, 2010, Unknown
Janusz_Zabłocki, Poland, 88, 2014, Unknown
Jaswant_Singh_Khalra, India, 43, 1995, Unknown
Jaweed_al-Ghussein, Palestine, 78, 2008, Unknown
Jayanti_Prasad_Tiwari, India, 58, 1983, Unknown
Jean-Baptiste_Le_Carpentier, India, 58, 1829, Unknown
Jean-Baptiste_Pussin, India, 58, 1811, Unknown
Jean-Marie_Seroney, Kenya, 55, 1982, Unknown
Jean_B._Lumb, Canada, 83, 2002, Unknown
Jean_Charles-Brun, Canada, 83, 1946, Unknown
Jean_Harris_(activist), United States, 67, 2011, Unknown
Jean_Lowry_Rankin, United States, 67, 1877, Unknown
Jeanette_Kawas, Unknwon, 49, 1995, Unknown
Jeanette_Williams, United States, 94, 2008, Unknown
Jeanne_Manford, United States, 93, 2013, Unknown
Jeff_Sharlet_(activist), United States, 27, 1969, Unknown
Jeffrey_Fuller, United States, 53, 1970, Unknown
Jeni_Bojilova-Pateva, United States, 53, 1955, Unknown
Jeon_Myeong-un, Unknwon, 63, 1947, Unknown
Jeon_Tae-il, Unknwon, 22, 1970, Unknown
Jeon_sang_ki, Unknwon, 38, 1924, Unknown
Jeremy_Pope, Unknwon, 74, 2012, Unknown
Jerome_Grossman, United States, 96, 2013, Unknown
John_Edgar_(minister), United States, 96, 1866, Unknown
John_Flournoy, United States, 96, 1879, Unknown
John_G._Cullmann, United States, 96, 1895, Unknown
John_H._C._McGreevy, Canada, 91, 2004, Unknown
John_H._Van_Evrie, Canada, 91, 1896, Unknown
John_Hance, Canada, 91, 1919, Unknown
John_Hardbattle, Unknwon, 51, 1996, Unknown
John_Haynes_Holmes, Unknwon, 51, 1964, Unknown
John_Howell_(Atlanta), United States, 55, 1988, Unknown
John_J._Ballam, United States, 72, 1954, Unknown
John_Jacobs_(activist), Canada, 50, 1997, Unknown
John_Kinard, United States, 53, 1989, Unknown
John_M._Budarz, United States, 88, 1994, Unknown
John_Mohawk, Unknwon, 61, 2006, Unknown
John_Morrow_(peace_activist), Ireland, 78, 2009, Unknown
John_Nelson_Carlisle, Ireland, 78, 1931, Unknown
John_Nevin_Sayre, United States, 93, 1977, Unknown
John_Nyathi_Pokela, Zimbabwe, 63, 1985, Unknown
John_Olmsted, United States, 73, 2011, Unknown
John_Ondawame, Vanuatu, 61, 2014, Unknown
John_Postgate_(food_safety_campaigner), Vanuatu, 61, 1881, Unknown
John_Powles, Canada, 62, 2010, Unknown
John_Reeves_(activist), Canada, 62, 1829, Unknown
John_Ross_(activist), United States, 73, 2011, Unknown
John_Sendy, Australia, 80, 2004, Unknown
John_Sutton_Nettlefold_(social_reformer), Australia, 80, 1930, Unknown
John_Te_One_Hippolite, New Zealand, 64, 1993, Unknown
John_Teasman, New Zealand, 64, 1815, Unknown
John_Turvey, Canada, 62, 2006, Unknown
John_Webster_(orator), Australia, 95, 2008, Unknown
John_William_Roberts, Unknwon, 77, 1962, Unknown
Johnnie_Carr, United States, 97, 2008, Unknown
Jon_Garth_Murray, United States, 41, 1995, Murder
Jon_de_Cortina, Unknwon, 71, 2005, Unknown
Jonathan_Bowden, Unknwon, 50, 2012, Unknown
Josef_Vavroušek, Unknwon, 51, 1995, Unknown
Joseph_F._Beam, United States, 34, 1988, Unknown
Joseph_Gurney_(1744–1815), United States, 34, 1815, Unknown
Joseph_Livesey, United States, 34, 1884, Unknown
Joseph_Malins, United States, 34, 1926, Unknown
Joseph_Niego, United States, 34, 1945, Unknown
Joseph_O'Rourke_(activist), Unknwon, 70, 2008, Unknown
Joseph_P._Kamp, United States, 93, 1993, Unknown
Joseph_P._Lash, United States, 78, 1987, Unknown
Joseph_Polowsky, United States, 67, 1983, Unknown
Joseph_Shapotshnick, Unknwon, 55, 1937, Unknown
Joseph_Sharts, Unknwon, 55, 1965, Unknown
Joseph_T._Murray, Unknwon, 55, 1907, Unknown
Joseph_T._Taylor, United States, 87, 2000, Unknown
Joseph_Vanzler, United States, 54, 1956, Unknown
Joseph_Wresinski, Unknwon, 71, 1988, Unknown
Josephine_MacLeod, Unknwon, 71, 1949, Unknown
Josephine_Thrane, Unknwon, 71, 1862, Unknown
Josh_White, United States, 55, 1969, Unknown
Josina_Machel, Mozambique, 26, 1971, Unknown
Josué_de_Castro, France, 65, 1973, Unknown
José_Acevedo_y_Gómez, France, 65, 1817, Unknown
José_B._Lingad, Philippines, 66, 1980, Unknown
José_Fondevila_García, Spain, 89, 1973, Unknown
José_Gualberto_Padilla, Spain, 89, 1896, Unknown
José_Gómez_(civil_rights_activist), Unknwon, 71, 2014, Unknown
José_Maldonado_Román, Unknwon, 71, 1932, Unknown
José_Miller, Cuba, 81, 2006, Unknown
José_Rizal, Cuba, 81, 1896, Execution by firing squad
José_Santos_Chocano, Cuba, 81, 1934, Unknown
Joy_Langan, Canada, 66, 2009, Unknown
Juan_Valdez_(activist), Mexico, 74, 2012, Unknown
Juana_Belén_Gutiérrez_de_Mendoza, Mexico, 74, 1942, Unknown
Juanita_Jackson_Mitchell, United States, 79, 1992, Unknown
Judith_Meuli, United States, 69, 2007, Unknown
Judy_Fryd, United Kingdom, 91, 2000, Unknown
Jugatram_Dave, India, 93, 1985, Unknown
Julia_Archibald_Holmes, India, 93, 1887, Unknown
Julia_Bonds, Unknwon, 59, 2011, Unknown
Julia_Britton_Hooks, Unknwon, 59, 1942, Unknown
Julia_Evelina_Smith, Unknwon, 59, 1886, Unknown
Julia_Grace_Wales, Canada, 76, 1957, Unknown
Julia_Mavimbela, Unknwon, 83, 2000, Unknown
Julia_Nava_de_Ruisánchez, Mexico, 81, 1964, Unknown
Julia_Penelope, United States, 72, 2013, Unknown
Julie_von_Massow, United States, 72, 1901, Unknown
Juliette_Derricotte, Unknwon, 34, 1931, Unknown
Julius_Braunthal, Unknwon, 81, 1972, Unknown
Junius_Scales, United States, 82, 2002, Unknown
Justin_Georgescu, Romania, 20, 1942, Unknown
Justus_H._Rathbone, Romania, 20, 1889, Unknown
Jyri_Jaakkola, Mexico, 33, 2010, Unknown
Józef_Pawlikowski, Mexico, 33, 1828, Unknown
Józef_Zaliwski, Mexico, 33, 1855, Unknown
J._B._Matthews, United States, 72, 1966, Brain tumor
J._B._S._Hardman, Lithuania, 86, 1968, Unknown
J._J._Kelso, Lithuania, 86, 1935, Unknown
J._L._Chestnut, United States, 78, 2008, Unknown
J._P._McFadden, United States, 68, 1998, Unknown
J._Patrick_Rooney, United States, 81, 2008, Unknown
J._R._Campbell_(communist), Unknwon, 75, 1969, Unknown
Jabez_Tunnicliff, Unknwon, 75, 1865, Unknown
Jack_Firestein, United Kingdom, 87, 2004, Unknown
Jack_Fitzgerald, United Kingdom, 87, 1929, Unknown
Jack_Nichols_(activist), United States, 67, 2005, Cancer
Jack_Scott_(activist), Canada, 90, 2000, Unknown
Jack_Speiden, Unknwon, 70, 1970, Unknown
Jackie_Hudson, Dominica, 77, 2011, Unknown
Jacob_Arvey, Unknwon, 82, 1977, Unknown
Jacob_Birnbaum, United States, 88, 2014, Unknown
Jacques_Torczyner, United States, 99, 2013, Unknown
Jaglal_Choudhary, India, 80, 1975, Unknown
Jake_Siemens, Canada, 67, 1963, Unknown
Jakes_Gerwel, South Africa, 66, 2012, Unknown
Jakob_Bamberger, Germany, 76, 1989, Unknown
James_B._Burkholder, United States, 88, 2006, Unknown
James_Daly_(Irish_Land_League), United States, 88, 1911, Unknown
James_E._Bistor, United States, 55, 1945, Unknown
James_Eads_How, United States, 55, 1930, Unknown
James_Gower, United States, 90, 2012, Unknown
James_Gruber, United States, 83, 2011, Unknown
James_Haughton_(Ireland), United States, 83, 1873, Unknown
James_Herman_Robinson, United States, 65, 1972, Unknown
James_Hervey_Johnson, United States, 87, 1988, Unknown
James_Karnusian, Armenia, 72, 1998, Unknown
James_Lemen, Armenia, 72, 1823, Unknown
Kae_Sumner_Einfeldt, United States, 80, 1996, Unknown
Kamakahukilani, Unknwon, 64, 1999, Unknown
Kang_Pan-sok, Unknwon, 40, 1932, Unknown
Kang_Tongbi, China, 86, 1969, Unknown
Karl-Heinz_Priester, Germany, 48, 1961, Unknown
Karl_Schapper, Germany, 48, 1870, Unknown
Kartar_Dhillon, United States, 93, 2008, Unknown
Karyanand_Sharma, India, 64, 1965, Unknown
Kate_Molale, Unknwon, 52, 1980, Unknown
Katharine_McLennan, Canada, 83, 1975, Unknown
Katharine_Pratt_Horton, Canada, 83, 1931, Unknown
Katharine_Russell,_Viscountess_Amberley, Canada, 83, 1874, Unknown
Katherine_C._Kelly, United States, 87, 2011, Unknown
Katherine_Devereux_Blake, United States, 87, 1950, Unknown
Kathleen_Baxter, United Kingdom, 87, 1988, Unknown
Kathleen_Tacchi-Morris, South Africa, 94, 1993, Unknown
Kathryn_F._Clarenbach, United States, 74, 1994, Unknown
Kató_Hámán, Unknwon, 52, 1936, Unknown
Kaviyoor_Murali, India, 70, 2001, Unknown
Kay_Beauchamp, United Kingdom, 93, 1992, Unknown
Kayrat_Ryskulbekov, Kazakhstan, 20, 1988, Unknown
Kazimierz_Smoleń, Poland, 92, 2012, Unknown
Kegham_Vanigian, Armenia, 26, 1915, Unknown
Kelly_Miller_Smith, United States, 64, 1984, Unknown
Ken_Anderlini, Unknwon, 45, 2007, Unknown
Ken_Jones_(Buddhist), Unknwon, 85, 2015, Unknown
Kenneth_Jernigan, United States, 72, 1998, Unknown
Keny_Arkana, France, 31, 2013, Unknown
Keramat_Daneshian, Iran, 30, 1974, Unknown
Kesari_Singh_Barahath, Iran, 30, 1941, Unknown
Kevin_Boyle_(lawyer), Ireland, 67, 2010, Unknown
Kevin_Gilbert_(author), Australia, 60, 1993, Unknown
Khachatur_Malumian, Australia, 60, 1915, Unknown
Khadi_Shankarappa, India, 90, 2005, Unknown
Khalid_Abdel_Nasser, Egypt, 62, 2011, Unknown
Khoisan_X, South Africa, 55, 2010, Unknown
Ki_Hajar_Dewantara, Indonesia, 70, 1959, Unknown
Killick_Millard, Indonesia, 70, 1952, Unknown
Kim_Hak-sun, Unknwon, 73, 1997, Unknown
Kim_Iryeop, South Korea, 75, 1971, Unknown
Kim_Kyung-cheon, Unknwon, 54, 1942, Unknown
Kip_Tiernan, Unknwon, 85, 2011, Unknown
Kisan_Mehta, India, 91, 2015, Unknown
Kitty_Marion, India, 91, 1944, Unknown
Kleber_Claux, Unknwon, 78, 1971, Unknown
Kleist_Sykes, Unknwon, 55, 1949, Unknown
Kojo_Tovalou_Houénou, Senegal, 49, 1936, Typhoid fever
Konni_Zilliacus_(senior), Senegal, 49, 1924, Unknown
Koto_Hoxhi, Senegal, 49, 1895, Unknown
Krishna_Nath_Sarmah, India, 60, 1947, Unknown
Krishnaji_Gopal_Karve, India, 23, 1910, Unknown
Kristian_Gleditsch, Norway, 72, 1973, Unknown
Kristo_Dako, Norway, 72, 1941, Unknown
Kristo_Negovani, Norway, 72, 1905, Unknown
Krsta_Cicvarić, Norway, 72, 1944, Unknown
Krushnashastri_Chiplunkar, Norway, 72, 1878, Unknown
Ksawery_Zakrzewski, Norway, 72, 1915, Unknown
Kudmul_Ranga_Rao, Norway, 72, 1928, Coronary thrombosis
Kurt_Hiller, Germany, 87, 1972, Unknown
Kurt_May, Unknwon, 96, 1992, Unknown
Kushal_Konwar, India, 38, 1943, Unknown
Károly_Szabó, Hungary, 48, 1964, Unknown
Kāterina_Mataira, Unknwon, 79, 2011, Unknown
Kōrli_Stalte, Unknwon, 79, 1947, Unknown
K._Balagopal, India, 57, 2009, Unknown
K._Muthukumar, India, 27, 2009, Unknown
Ólöf_Loftsdóttir, India, 27, 1479, Unknown
Lucjusz_Kupferwasser, Unknwon, 95, 1983, Unknown
Lucretia_Edwards, United States, 89, 2005, Unknown
Lucy_Baldwin,_Countess_Baldwin_of_Bewdley, United States, 89, 1945, Unknown
Lucy_Covington, United States, 72, 1982, Unknown
Lucy_G._Acosta, Unknwon, 82, 2008, Unknown
Lucy_Godiva_Woodcock, Australia, 79, 1968, Unknown
Lucy_Harth_Smith, Unknwon, 67, 1955, Unknown
Lucy_Randolph_Mason, United States, 77, 1959, Unknown
Ludwik_Abramowicz_(1879–1939), United States, 77, 1939, Unknown
Ludwik_Żychliński, United States, 77, 1901, Unknown
Lugenia_Burns_Hope, United States, 77, 1947, Unknown
Luo_Zhi, China, 95, 1989, Unknown
Luís_de_Menezes_Bragança, China, 95, 1938, Unknown
Léa_Roback, Canada, 97, 2000, Unknown
Lélia_Gonzalez, Brazil, 59, 1994, Unknown
L._A._Govindaraghava_Aiyar, Brazil, 59, 1935, Unknown
Labanya_Prabha_Ghosh, India, 106, 2003, Unknown
Ladipo_Solanke, Nigeria, 72, 1958, Unknown
Lady_Henry_Somerset, Nigeria, 72, 1921, Unknown
Lafayette_Blanchard_Gleason, Nigeria, 72, 1937, Unknown
Lahuji_Raghoji_Salve, Nigeria, 72, 1881, Unknown
Lakshmi_Chand_Jain, India, 85, 2010, Unknown
Lala_Ram_Prakash_Gupta, India, 93, 2002, Unknown
Lanier_W._Phillips, United States, 89, 2012, Unknown
Larry_Bogart, Unknwon, 77, 1991, Unknown
Larry_Gibson, United States, 66, 2012, Unknown
Larry_Grogan, Ireland, 82, 1979, Unknown
Larry_Itliong, United States, 64, 1977, Amyotrophic lateral sclerosis
Larry_Townsend, Unknwon, 78, 2008, Unknown
Latifa_al-Zayyat, Egypt, 73, 1996, Unknown
Laura_Cornelius_Kellogg, Egypt, 73, 1947, Unknown
Laura_Freele_Osborn, Egypt, 73, 1955, Unknown
Laura_Ormiston_Chant, Egypt, 73, 1923, Unknown
Laura_de_Force_Gordon, Egypt, 73, 1907, Unknown
Laure_Moghaizel, Lebanon, 68, 1997, Unknown
Laureana_Wright_de_Kleinhans, Lebanon, 68, 1896, Unknown
Lavanam, India, 85, 2015, Unknown
Lawrence_A._Oxley, United States, 86, 1973, Unknown
Lawrence_R._Newman, United States, 86, 2011, Unknown
Laxman_Nayak, India, 44, 1943, Unknown
Layla_Fakhro, Bahrain, 61, 2006, Unknown
Leandro_Alejandro, Philippines, 27, 1987, Unknown
Lech_Bądkowski, Poland, 64, 1984, Unknown
Lee_Brewster, United States, 57, 2000, Unknown
Lee_Hoe-yeong, United States, 57, 1932, Unknown
Lee_Wu-jong, Unknwon, 79, 2002, Unknown
Lena_Morrow_Lewis, Unknwon, 79, 1950, Unknown
Leon_Bramson, Unknwon, 79, 1941, Unknown
Leon_Greenman, United Kingdom, 98, 2008, Unknown
Leon_Raszeja, Poland, 38, 1939, Unknown
Leon_Zaleski, Poland, 38, 1841, Unknown
Leonida_Rèpaci, Italy, 87, 1985, Unknown
Leonidas_Iasonidis, Turkey, 75, 1959, Unknown
Leonor_Villegas_de_Magnón, Turkey, 75, 1955, Unknown
Leonora_Barry, Turkey, 75, 1923, Unknown
Leonte_Filipescu, Romania, 27, 1922, Unknown
Leonte_Tismăneanu, Romania, 68, 1981, Unknown
Lesbia_Soravilla, Cuba, 82, 1989, Unknown
Letitia_Youmans, Cuba, 82, 1896, Unknown
Lettie_Annie_Allen, New Zealand, 79, 1980, Unknown
Lewis_G._Morris, New Zealand, 79, 1900, Unknown
Lewis_H._Michaux, United States, 92, 1976, Unknown
Lewis_Sheridan_Leary, United States, 92, 1859, Unknown
Lewis_Way, United States, 92, 1840, Unknown
Leyb_Gorfinkel, Lithuania, 80, 1976, Unknown
Lia_Looveer, Australia, 86, 2006, Unknown
Licerio_Topacio, Australia, 86, 1925, Unknown
Lige_Clarke, United States, 33, 1975, Unknown
Lijon_Eknilang, Unknwon, 66, 2012, Unknown
Lila_Karp, United States, 75, 2008, Unknown
Lillie_Mae_Carroll_Jackson, United States, 86, 1975, Unknown
Lily_Venson, Unknwon, 87, 2011, Unknown
Lim_Chi-jung, Unknwon, 87, 1932, Unknown
Lin_Xiling, China, 74, 2009, Unknown
Lincoln_Ragsdale, Unknwon, 69, 1995, Unknown
Linda_Grover, United States, 76, 2010, Unknown
Linda_Scheid, Unknwon, 69, 2011, Unknown
Lisa_Bellear, Unknwon, 45, 2006, Unknown
Lisa_Bonchek_Adams, United States, 46, 2015, Unknown
Liu_Liangmo, China, 79, 1988, Unknown
Lizzie_Burns, China, 79, 1878, Unknown
Lizzy_Lind_af_Hageby, China, 79, 1963, Unknown
Llazar_Fundo, Albania, 45, 1944, Unknown
Lois_Cowles_Harrison, United States, 79, 2013, Unknown
Lokagrani_Adv._Balwantrao_Raga_alias_Balasaheb_Deshmukh, United States, 79, 1957, Unknown
Lola_Maverick_Lloyd, United States, 79, 1944, Pancreatic cancer
Loree_Murray, United States, 88, 2009, Unknown
Lorenda_Starfelt, Unknwon, 56, 2011, Unknown
Lorin_E._Kerr, United States, 82, 1991, Unknown
Lorraine_Rothman, United States, 75, 2007, Unknown
Lou_Rogers, United States, 75, 1952, Unknown
Lou_Sullivan, United States, 40, 1991, Unknown
Lou_Zaeske, Unknwon, 70, 2011, Unknown
Louis_Celeste_Lecesne, Unknwon, 70, 1847, Unknown
Louis_Fles, Unknwon, 70, 1940, Unknown
Louis_Lecoin, France, 83, 1971, Unknown
Louis_Marius_Schoon, Unknwon, 62, 1999, Unknown
Louis_Sévèke, Netherlands, 41, 2005, Unknown
Louis_Westerfield, United States, 47, 1996, Unknown
Louisa_Hubbard, United States, 47, 1906, Unknown
Louisa_Lee_Schuyler, United States, 47, 1926, Unknown
Louise_Gilman_Hutchins, United States, 85, 1996, Unknown
Louise_Noun, United States, 94, 2002, Unknown
Louise_Plessner_Pollock, United States, 94, 1901, Unknown
Louise_Raggio, Unknwon, 92, 2011, Unknown
Louise_Todd_Lambert, Unknwon, 86, 1991, Unknown
Luana_Reyes, United States, 68, 2001, Unknown
Luba_Blum-Bielicka, Unknwon, 67, 1973, Unknown
Luciano_Kulczewski, Chile, 76, 1972, Unknown
Émile-Dostaler_O'Leary, France, 57, 1965, Unknown
Źmitrok_Biadula, Belarus, 55, 1941, Unknown
M.C._Davar, India, 64, 1977, Unknown
M.N._Jois, India, 97, 2002, Unknown
M.T._Mehdi, United States, 70, 1998, Unknown
M._Athalie_Range, United States, 91, 2006, Unknown
M._D._Nanjundaswamy, India, 68, 2004, Unknown
M_Kunjikannan, India, 84, 2010, Unknown
Ma._Po._Si., India, 89, 1995, Unknown
Mabel_Hampton, Unknwon, 87, 1989, Unknown
Mabel_Keaton_Staupers, Barbados, 99, 1989, Unknown
Mabel_Tylecote, United Kingdom, 91, 1987, Unknown
Mable_Pinnie_Mpa, Unknwon, 84, 2008, Unknown
Madeleine_Parent, Canada, 94, 2012, Unknown
Madeleine_Simms, United Kingdom, 81, 2011, Unknown
Madeleine_ffrench-Mullen, United Kingdom, 81, 1944, Unknown
Madeline_Lee_Gilford, United States, 85, 2008, Unknown
Madeline_Wheeler_Murphy, United States, 85, 2007, Unknown
Madge_Davison, Ireland, 41, 1991, Unknown
Mae_Bertha_Carter, United States, 76, 1999, Unknown
Mae_Mallory, United States, 78, 2007, Unknown
Magda_Portal, Peru, 89, 1989, Unknown
Magdalena_Ortega_de_Nariño, Peru, 89, 1811, Unknown
Maghfoor_Ahmad_Ajazi, Unknwon, 66, 1966, Unknown
Mai_Ghoussoub, United Kingdom, 55, 2007, Unknown
Maisie_Shiell, Canada, 92, 2008, Unknown
Maita_Gomez, Philippines, 65, 2012, Unknown
Makhdoom_Mohiuddin, India, 61, 1969, Unknown
Malika_Umazheva, Unknwon, 55, 2002, Unknown
Mallappa_Dhanshetty, India, 33, 1931, Unknown
Mallika_Sengupta, India, 51, 2011, Unknown
Maltman_Barry, India, 51, 1909, Unknown
Mama_Tere_Strickland, Unknwon, 49, 2012, Unknown
Maneckji_Limji_Hataria, Unknwon, 49, 1890, Unknown
Mangilal_Arya, India, 74, 1992, Unknown
Manibhai_Desai, India, 73, 1993, Unknown
Mansur_Hoda, India, 71, 2001, Unknown
Manuel_Antonio_Mercado, India, 71, 1909, Unknown
Manuel_Corchado_y_Juarbe, India, 71, 1884, Unknown
Manuela_Rosas, India, 71, 1898, Unknown
Mapetla_Mohapi, South Africa, 29, 1976, Unknown
Marc-André_Raffalovich, South Africa, 29, 1934, Unknown
Marcel_Bleibtreu, France, 83, 2001, Unknown
Marcella_Grace_Eiler, Mexico, 21, 2008, Unknown
Marcella_Leach, United States, 86, 2015, Unknown
Margaret_C._McCulloch, United States, 95, 1996, Unknown
Margaret_Chappellsmith, United States, 95, 1883, Unknown
Margaret_Cobb_Ailshie, Unknwon, 76, 1959, Unknown
Margaret_Davis_Bowen, United States, 82, 1976, Unknown
Margaret_Fletcher, United States, 82, 1943, Unknown
Margaret_Formby, United States, 74, 2003, Unknown
Margaret_Hinchey, United States, 74, 1944, Unknown
Margaret_Holmes, Australia, 100, 2009, Unknown
Margaret_Legum, United Kingdom, 74, 2007, Unknown
Matthew_Goniwe, Unknwon, 38, 1985, Unknown
Matthew_Jones_(civil_rights_activist), United States, 75, 2011, Unknown
Matti_Mattson, United States, 95, 2011, Unknown
Maud_Thompson, United States, 95, 1962, Unknown
Maulvi_Liaquat_Ali, United States, 95, 1892, Unknown
Maurice_Frydman, India, 75, 1976, Unknown
Maurice_Ludmer, United Kingdom, 55, 1981, Unknown
Maurice_Moyer, Unknwon, 94, 2012, Unknown
Maurice_Paprin, United States, 85, 2005, Unknown
Maurice_Sugar, United States, 83, 1974, Unknown
Max_Bedacht, United States, 89, 1972, Unknown
Max_Eastman, United States, 86, 1969, Unknown
Max_Sievers, Germany, 57, 1944, Unknown
Max_Yergan, United States, 83, 1975, Unknown
Maximiliano_Arboleya, United States, 83, 1951, Unknown
Maximiliano_Kosteki, Argentina, 22, 2002, Unknown
Maxine_Cooper, Unknwon, 85, 2009, Unknown
May_Edith_Evelyn_Furey, Unknwon, 71, 1962, Unknown
May_Mann_Jennings, Unknwon, 71, 1963, Unknown
Mayandi_Bharathi, India, 98, 2015, Unknown
Mbulelo_Mzamane, South Africa, 66, 2014, Unknown
McKinley_Burnett, United States, 71, 1968, Unknown
Medet_Serhat, Turkey, 51, 1994, Unknown
Mehdi_Zana, Turkey, 0, 1940, Unknown
Mehmet_Gega, Albania, 85, 2006, Unknown
Mel_Boozer, United States, 42, 1987, AIDS
Menachem_Froman, Israel, 68, 2013, Colorectal cancer
Mendy_Samstein, United States, 69, 2007, Unknown
Merla_Zellerbach, United States, 84, 2014, Unknown
Merlyn_Myer, Australia, 82, 1982, Unknown
Meta_Berger, Australia, 82, 1944, Unknown
Metin_Yüksel, Turkey, 21, 1979, Unknown
Mian_Kifait_Ali, Pakistan, 92, 1994, Unknown
Micah_Naftalin, United States, 76, 2009, Unknown
Michael_Coetzee, Unknwon, 55, 2014, Unknown
Michael_O'Flanagan, Unknwon, 55, 1942, Unknown
Michael_Papadjanian, Unknwon, 55, 1929, Unknown
Michael_Rowntree, United Kingdom, 88, 2007, Unknown
Michael_S._Joyce, United States, 64, 2006, Unknown
Michael_Schofield_(campaigner), Unknwon, 95, 2014, Unknown
Michael_Scott_(activist), United Kingdom, 76, 1983, Unknown
Michal_Har'el, Unknwon, 81, 2012, Unknown
Michał_Klepfisz, Poland, 30, 1943, Unknown
Michelle_Morse, United States, 23, 2005, Unknown
Midge_Costanza, United States, 78, 2010, Unknown
Mieczyslaw_Zdzienicki, Poland, 61, 1953, Unknown
Mieczysław_Michałowicz, Poland, 61, 1965, Unknown
Miguel_Romero_(activist), Spain, 69, 2014, Unknown
Mihael_Montiljo, Croatia, 78, 2006, Unknown
Mike_Campbell_(farmer), Zimbabwe, 79, 2011, Unknown
Margaret_Pyke, United Kingdom, 73, 1966, Unknown
Margaret_Robertson_Watt, United Kingdom, 73, 1948, Unknown
Margaret_Sievwright, United Kingdom, 73, 1905, Unknown
Margaret_Simey, Unknwon, 98, 2004, Unknown
Margaret_Skinnider, Ireland, 79, 1971, Unknown
Margaret_Thorn, Unknwon, 72, 1969, Unknown
Margaret_Tucker, Australia, 92, 1996, Unknown
Margaret_Wentworth_Owings, Unknwon, 86, 1999, Unknown
Margaret_Wirrpanda, Australia, 74, 2013, Unknown
Margarethe_Faas-Hardegger, Switzerland, 81, 1963, Unknown
