Name, Country, Age, Death_year, Death_cause
Dadala_Raphael_Ramanayya, India, 83, 1991, Unknown
Dagmar_Wilson, United States, 95, 2011, Unknown
Daisy_Elizabeth_Adams_Lampkin, United States, 82, 1965, Unknown
Dale_Jennings, United States, 83, 2000, Unknown
Dale_Noyd, United States, 74, 2007, Unknown
Dan_Laksov, Unknwon, 73, 2013, Unknown
Dan_Massey, United States, 71, 2013, Cancer
Dan_McIntyre_(activist), Unknwon, 51, 2001, Unknown
Dana_Bullen, United States, 76, 2007, Unknown
Daniel_Isaac_Eaton, United States, 76, 1814, Unknown
Daniel_Shersty, United States, 21, 1998, Unknown
Çelo_Picari, United States, 21, 1880, Unknown
Çerçiz_Topulli, United States, 21, 1915, Unknown
Ed_Grothus, United States, 86, 2009, Unknown
Ed_Shaw_(activist), United States, 72, 1995, Unknown
Eddie_Buczynski, United States, 42, 1989, Unknown
Edgar_Howard_Farrar, United States, 42, 1922, Unknown
Edison_Uno, Unknwon, 47, 1976, Unknown
Edith_Starr_Miller, United States, 46, 1933, Unknown
Edith_Terry_Bremer, United States, 79, 1964, Unknown
Edmond_de_Goeyse, Belgium, 91, 1998, Unknown
Edmund_Happold, United Kingdom, 66, 1996, Unknown
Edna_Griffin, United States, 91, 2000, Unknown
Edna_May_Williston_Best, United States, 91, 1923, Unknown
Edna_Ryan_(activist), Australia, 93, 1997, Unknown
Eduardo_Barriobero_y_Herrán, Australia, 93, 1939, Unknown
Edward_Atiyah, United Kingdom, 61, 1964, Unknown
Edward_Bhengu, Unknwon, 76, 2010, Unknown
Edward_Brotherton, Unknwon, 76, 1866, Unknown
Edward_Faragher, Unknwon, 76, 1908, Unknown
Edward_Foxall, Unknwon, 76, 1926, Unknown
Edward_J._Carlough, United States, 62, 1994, Unknown
Edward_K._Barsky, United States, 78, 1975, Unknown
Edward_Kossoy, Unknwon, 99, 2012, Unknown
Edward_Lauterbach, Unknwon, 99, 1923, Unknown
Edward_Lawrence_Wheelwright, Australia, 86, 2007, Unknown
Edward_M._Brecher, United States, 77, 1989, Unknown
Edward_M._Glick, United States, 88, 2008, Unknown
Edward_Reich, Unknwon, 80, 1983, Unknown
Edward_de_Grazia, United States, 86, 2013, Unknown
Edwin_T._Pratt, United States, 39, 1969, Unknown
Effie_Neal_Jones, United States, 83, 2002, Unknown
Effingham_Capron, United States, 83, 1859, Unknown
Ehsan_Fatahian, Iran, 27, 2009, Unknown
Eileen_Beasley, Unknwon, 91, 2012, Unknown
Eknath_Ranade, India, 68, 1982, Unknown
Elaine_Parker, United States, 83, 2009, Unknown
Eleanor_Bontecou, United States, 85, 1976, Unknown
Eleanor_Fitchen, United States, 97, 2009, Unknown
Eleanor_Josaitis, United States, 80, 2011, Unknown
Eleanor_Kasrils, Unknwon, 73, 2009, Unknown
Eleanor_Ragsdale, United States, 72, 1998, Unknown
Elisabeth_Furse, Unknwon, 92, 2002, Unknown
Elise_Ottesen-Jensen, Sweden, 87, 1973, Unknown
Elise_Wærenskjold, Sweden, 87, 1895, Unknown
Eliyahu_Dobkin, Israel, 78, 1976, Unknown
Eliyahu_Golomb, Israel, 52, 1945, Unknown
Eliza_Farnham, Israel, 52, 1864, Unknown
Eliza_Suggs, Israel, 52, 1908, Unknown
Eliza_Thompson, Israel, 52, 1905, Unknown
Elizabeth_Avery_Colton, Israel, 52, 1924, Unknown
Elizabeth_Avery_Meriwether, Israel, 52, 1916, Unknown
Elizabeth_Buffum_Chace, Israel, 52, 1899, Unknown
Elizabeth_Carey_(social_activist), Israel, 52, 1920, Unknown
Elizabeth_Fouse, Israel, 52, 1952, Unknown
Elizabeth_Herbert,_Baroness_Herbert_of_Lea, Israel, 52, 1911, Unknown
Elizabeth_Jennings_Graham, Israel, 52, 1901, Unknown
Elizabeth_Mafekeng, Unknwon, 91, 2009, Unknown
Elizabeth_Margaretta_Maria_Gilbert, Unknwon, 91, 1885, Unknown
Elizabeth_Peratrovich, Unknwon, 47, 1958, Unknown
Elizabeth_Sterling_Haynes, Canada, 60, 1957, Unknown
Elizabeth_Tate, United States, 93, 1999, Unknown
Elizabeth_Thacher_Kent, United States, 93, 1952, Unknown
Ella_Little-Collins, United States, 82, 1996, Unknown
Ellen_Ammann, United States, 82, 1932, Unknown
Ellen_Anckarsvärd, United States, 82, 1898, Unknown
Ellen_Clark_Sargent, United States, 82, 0013, Unknown
Ellen_Coolidge_Burke, Unknwon, 74, 1975, Unknown
Ellen_Dawson, United States, 67, 1967, Unknown
Ellen_Peck, United States, 53, 1995, Unknown
Ellen_Pence, United States, 63, 2011, Unknown
Ellen_Peterson, United States, 88, 2011, Unknown
Ellice_Hopkins, United States, 88, 1904, Unknown
Elliott_Blackstone, United States, 82, 2006, Unknown
Ellis_Hillman, United Kingdom, 68, 1996, Unknown
Elmer_Allison, United States, 99, 1982, Unknown
Elsa_Laula_Renberg, United States, 99, 1931, Unknown
Elsie_Locke, Unknwon, 89, 2001, Unknown
Emanuel_Chobot, Poland, 63, 1944, Unknown
Emarel_Freshel, Poland, 63, 1949, Unknown
Emil_Freed, Unknwon, 81, 1982, Unknown
Emil_Grunzweig, Israel, 36, 1983, Unknown
Emil_Herman, Israel, 36, 1928, Unknown
Emil_Korytko, Israel, 36, 1839, Unknown
Emily_Dolvin, United States, 94, 2006, Unknown
Emily_Ford, United States, 94, 1930, Unknown
Emily_Langton_Massingberd, United States, 94, 1897, Unknown
Emily_W._Sunstein, United States, 83, 2007, Unknown
Emma_Groves, Unknwon, 87, 2007, Unknown
Emma_Guy_Cromwell, Unknwon, 87, 1952, Unknown
Encarnación_Fuyola, Spain, 75, 1982, Unknown
Engin_Çeber, Turkey, 29, 2008, Unknown
Enid_Lakeman, United Kingdom, 92, 1995, Unknown
Enoch_Douglas_Davis, United States, 77, 1985, Unknown
Enric_Garriga_i_Trullols, Unknwon, 85, 2011, Unknown
Enver_Hadri, Albania, 49, 1990, Unknown
Epainette_Mbeki, Unknwon, 98, 2014, Unknown
Earl_B._Dickerson, United States, 95, 1986, Unknown
Earl_Shinhoster, United States, 50, 2000, Unknown
Earl_Stallings, United States, 90, 2006, Unknown
Earle_L._Reynolds, Unknwon, 88, 1998, Unknown
Earnest_Sevier_Cox, Unknwon, 88, 1966, Chronic obstructive pulmonary disease
Ed_Blankenheim, Unknwon, 70, 2004, Unknown
Erasmus_Darwin_Hudson, Unknwon, 70, 1880, Unknown
Erastus_Milo_Cravath, Unknwon, 70, 1900, Unknown
Ercilia_Pepín, Dominica, 53, 1939, Unknown
Erdmonas_Simonaitis, Lithuania, 81, 1969, Unknown
Eric_Irons, United Kingdom, 86, 2007, Unknown
Erich_Geiringer, Unknwon, 78, 1995, Unknown
Erick_Martínez_Ávila, Honduras, 32, 2012, Unknown
Ernest_White, Australia, 91, 1983, Unknown
Ernestina_Pérez_Barahona, Australia, 91, 1951, Unknown
Ernestine_Eckstein, United States, 51, 1992, Unknown
Ernesto_Galarza, United States, 79, 1984, Unknown
Eru_Potaka-Dewes, New Zealand, 70, 2009, Unknown
Esau_Jenkins, United States, 62, 1972, Unknown
Eshref_Ademaj, Albania, 54, 1994, Unknown
Eslanda_Goode_Robeson, United States, 70, 1965, Unknown
Esperanza_Pérez_Labrador, Spain, 89, 2011, Unknown
Essie_Coffey, Australia, 57, 1998, Unknown
Estelle_Griswold, United States, 81, 1981, Unknown
Ester_Graff, Denmark, 94, 1991, Unknown
Esther_Chapa, Mexico, 66, 1970, Unknown
Esther_Martinez, Unknwon, 94, 2006, Unknown
Esther_Muncaster, United States, 63, 1989, Unknown
Esther_Norma_Arrostito, Argentina, 38, 1978, Unknown
Esther_V._Yanai, United States, 75, 2003, Unknown
Etelvina_Villanueva_y_Saavedra, Bolivia, 72, 1969, Unknown
Ethel_Ray_Nance, Unknwon, 93, 1992, Unknown
Etta_Angell_Wheeler, Unknwon, 93, 1921, Unknown
Eugen_Rozvan, Unknwon, 93, 1938, Unknown
Eugène_Godfried, Unknwon, 57, 2009, Unknown
Eugénie_Cotton, France, 86, 1967, Unknown
Euphemia_Bridges_Bowes, France, 86, 1900, Unknown
Eva_Bacon, Australia, 85, 1994, Unknown
Eva_Dorothy_Brown, United Kingdom, 86, 2013, Unknown
Eva_Marian_Hubback, United Kingdom, 63, 1949, Unknown
Eva_Seery, United Kingdom, 63, 1937, Unknown
Evelyn_Einstein, United States, 70, 2011, Unknown
Evelyn_Fox, United States, 70, 1955, Unknown
Evžen_Plocek, Czechia (Czech Republic), 40, 1969, Unknown
Ezekiel_Gillespie, Czechia (Czech Republic), 40, 1892, Unknown
Ezzat_Ebrahim-Nejad, Iran, 24, 1999, Unknown
Francis_Augustus_Cox, Iran, 24, 1853, Unknown
Francis_Blackburne_(priest), Iran, 24, 1787, Unknown
Francis_Daniel_Pastorius, Iran, 24, 1720, Unknown
Francis_Joseph_Campbell, Iran, 24, 1914, Unknown
Francis_Maginn, Iran, 24, 1918, Unknown
Francis_Muguet, France, 54, 2009, Unknown
Francis_Underhill_Macy, United States, 82, 2009, Unknown
Francisca_Flores, Unknwon, 83, 1996, Unknown
Francisca_Praguer_Fróes, Unknwon, 83, 1931, Unknown
Francisco_Urondo, Unknwon, 46, 1976, Unknown
Franciszek_Januszewski, Unknwon, 67, 1953, Unknown
Franciszek_Malinowski_(activist), Poland, 47, 1944, Unknown
Franciszek_Salezy_Jezierski, Poland, 47, 1791, Unknown
Frank_Crichlow, United Kingdom, 78, 2010, Unknown
Frank_Espada, Unknwon, 84, 2014, Unknown
Frank_Ford_(farmer), United States, 78, 2011, Unknown
Frank_Isitt, United States, 78, 1916, Unknown
Frank_Karel, United States, 74, 2009, Unknown
Frank_Lionel_Watts, Australia, 72, 2000, Unknown
Frank_Marshall_Davis, Unknwon, 82, 1987, Unknown
Frank_Moss_(lawyer), Unknwon, 82, 1920, Cardiovascular disease
Frank_P._Walsh, Unknwon, 82, 1939, Unknown
Frank_S._Emi, United States, 94, 2010, Unknown
Franklin_Brito, Venezuela, 50, 2010, Unknown
Franklin_McCain, United States, 73, 2014, Unknown
Franklin_Orth, United States, 63, 1970, Unknown
Frannie_Peabody, United States, 98, 2001, Unknown
Fred_Branfman, United States, 72, 2014, Unknown
Fred_Loft, United States, 72, 1934, Unknown
Fred_Moore_(activist), United States, 55, 1997, Unknown
Fred_Ross, United States, 82, 1992, Unknown
Fred_Schwarz, Australia, 96, 2009, Unknown
Fred_Wright_(cartoonist), United States, 77, 1984, Unknown
Freda_Brown, Australia, 90, 2009, Unknown
Freda_Ellen_Barnes, Unknwon, 89, 1991, Unknown
Freda_Mary_Cook, Unknwon, 94, 1990, Unknown
Frederick_B._Williams, United States, 69, 2008, Unknown
Frederick_J._Loudin, United States, 69, 1904, Unknown
Frederick_John_Harris, Unknwon, 28, 1965, Hanging
Frederick_S._Jaffe, United States, 53, 1978, Unknown
Frederick_Vanderbilt_Field, United States, 95, 2000, Unknown
Fredrick_McGhee, United States, 95, 1912, Unknown
Frida_Laski, United States, 95, 1977, Unknown
Fridolin_Glass, Austria, 33, 1943, Unknown
Frieda_Berryhill, United States, 90, 2012, Unknown
Frieda_Zames, United States, 73, 2005, Unknown
Friedrich_Wilhelm_Fritzsche, Germany, 0, 1905, Unknown
Fritz_Anneke, Germany, 0, 1872, Unknown
Fritz_Max_Cahén, Unknwon, 75, 1966, Unknown
Fumiko_Hayashida, United States, 103, 2014, Unknown
Funmilayo_Ransome-Kuti, Nigeria, 78, 1978, Unknown
Furman_L._Templeton, Unknwon, 61, 1970, Unknown
F._G._Natesa_Iyer, Unknwon, 61, 1963, Unknown
F._W._Soutter, Unknwon, 61, 1932, Unknown
Faith_Rich, United States, 81, 1990, Unknown
Fania_Mindell, United States, 75, 1969, Unknown
Fannie_Lee_Chaney, United States, 86, 2007, Unknown
Fannie_Pennington, United States, 99, 2013, Unknown
Faris_Odeh, Palestine, 15, 2000, Unknown
Farzad_Kamangar, Iran, 32, 2010, Capital punishment
Fay_Bellamy_Powell, Unknwon, 75, 2013, Unknown
Faygele_Ben-Miriam, United States, 56, 2000, Unknown
Fe_del_Valle, Cuba, 44, 1961, Unknown
Fehim_Zavalani, Cuba, 44, 1935, Unknown
Fekry_Abaza, Egypt, 83, 1979, Unknown
Felicia_Kentridge, United Kingdom, 85, 2015, Unknown
Feliciano_Canaveris, United Kingdom, 85, 1840, Unknown
Felicitas_Mendez, Unknwon, 82, 1998, Unknown
Felipa_de_Souza, Unknwon, 82, 1600, Unknown
Felix_Tijerina, Mexico, 60, 1965, Unknown
Fenia_Chertkoff, Mexico, 60, 1927, Unknown
Ferdinand_Schumacher, Mexico, 60, 1908, Unknown
Fern_Persons, United States, 102, 2012, Unknown
Fiona_Plunkett, Ireland, 81, 1977, Unknown
Flor_Grammens, Belgium, 86, 1985, Unknown
Flora_McMillan_Forde, New Zealand, 75, 1958, Unknown
Flora_Solomon, United Kingdom, 89, 1984, Unknown
Florence_Garvin, United Kingdom, 89, 1968, Unknown
Florence_Holway, United States, 97, 2012, Unknown
Florence_Mkhize, South Africa, 67, 1999, Unknown
Floribert_Chebeya, Congo (Congo-Brazzaville), 47, 2010, Unknown
Flossie_Bailey, Unknwon, 57, 1952, Unknown
Fola_La_Follette, United States, 88, 1970, Unknown
Forough_Azarakhshi, Iran, 59, 1963, Unknown
Fran_Hosken, Austria, 86, 2006, Unknown
France_Klopčič, Slovenia, 81, 1984, Unknown
Frances_Ann_Stewart, Slovenia, 81, 1916, Unknown
Frances_Farrer, United Kingdom, 82, 1977, Unknown
Frances_Linfield, United Kingdom, 82, 1940, Unknown
Frances_May_Don, New Zealand, 67, 1965, Unknown
Frances_Nacke_Noel, New Zealand, 67, 1963, Unknown
Gary_Gallon, Canada, 58, 2003, Unknown
Gaspar_Torrente, Spain, 82, 1970, Unknown
Gauri_Ayyub, India, 67, 1998, Unknown
Gauri_Ma, India, 67, 1938, Unknown
Gemma_D'Arcy, United Kingdom, 7, 1990, Unknown
Gene_Stoltzfus, United States, 70, 2010, Unknown
Geoffrey_Clatworthy, New Zealand, 73, 2012, Unknown
George_Addes, United States, 79, 1990, Unknown
George_B._Chambers, United Kingdom, 88, 1969, Unknown
George_B._Ward, United Kingdom, 88, 1940, Unknown
George_Brown_(communist), Ireland, 31, 1937, Unknown
George_D._Herron, Ireland, 31, 1925, Unknown
George_Esser, United States, 85, 2006, Unknown
George_G._Higgins, United States, 86, 2002, Unknown
George_Grube, Unknwon, 83, 1982, Unknown
George_I._Sánchez, United States, 66, 1972, Unknown
George_J._Wigley, United States, 66, 1866, Unknown
George_Kanahele, Unknwon, 70, 2000, Unknown
George_Middleton_(1735–1815), Unknwon, 70, 1815, Unknown
George_Peter_(technician), United States, 86, 2008, Unknown
George_Ross_Kirkpatrick, United States, 86, 1937, Unknown
George_She, Unknwon, 75, 1979, Unknown
George_Simkins,_Jr., Unknwon, 77, 2001, Unknown
George_Smith_(philanthropist), Unknwon, 77, 1895, Unknown
George_Stephen_(abolitionist), Unknwon, 77, 1879, Unknown
George_T.O._Robinson, Unknwon, 84, 2006, Unknown
George_Thomas_Kottukapally, India, 69, 1970, Unknown
George_W._Woodbey, India, 69, 1937, Unknown
George_Yuzawa, Unknwon, 96, 2011, Unknown
Gereon_Goldmann, Germany, 87, 2003, Unknown
Gerry_Ortega, Philippines, 48, 2011, Unknown
Gert_Sibande, Unknwon, 80, 1987, Unknown
Gertrud_Haldimann, Switzerland, 94, 2001, Unknown
Gertrude_Harding, Canada, 88, 1977, Unknown
Ghelubhai_Nayak, India, 91, 2015, Unknown
Gheorghe_Briceag, Moldova, 80, 2008, Unknown
Gilbert_Jonas, United States, 76, 2006, Unknown
Giles_Hart, Unknwon, 56, 2005, Unknown
Ginetta_Sagan, Unknwon, 75, 2000, Unknown
Gini_Laurie, United States, 76, 1989, Unknown
Åge_Nigardsøy, Norway, 54, 2008, Unknown
G._A._Natesan, Norway, 54, 1948, Unknown
G._A._Vadivelu, India, -1912, 0013, Unknown
G._Kumara_Pillai, India, 77, 2000, Unknown
Gaarriye, Somalia, 63, 2012, Unknown
Gabriel_García_Márquez, Colombia, 87, 2014, Unknown
Gabriela_Brimmer, Mexico, 53, 2000, Unknown
Gabrielė_Petkevičaitė-Bitė, Mexico, 53, 1943, Unknown
Gadicherla_Harisarvottama_Rao, India, 77, 1960, Unknown
Ganesh_Damodar_Savarkar, India, 77, 1945, Unknown
Gani_Bey_Kryeziu, Unknwon, 52, 1952, Unknown
Garlieb_Merkel, Unknwon, 52, 1850, Unknown
Gisi_Fleischmann, Unknwon, 50, 1944, Unknown
Gladys_Eleanor_Guggenheim_Straus, United States, 85, 1980, Unknown
Gladys_Elphick, Australia, 84, 1988, Unknown
Gladys_Noel_Bates, United States, 90, 2010, Unknown
Glenn_L._Archer, United States, 96, 2002, Unknown
Gloria_Blackwell, Unknwon, 83, 2010, Unknown
Gloria_Casarez, United States, 43, 2014, Unknown
Gloria_Johnson_(activist), Unknwon, 76, 2013, Unknown
Gloria_Taylor, United Kingdom, 58, 2008, Unknown
Gokulbhai_Bhatt, India, 87, 1986, Unknown
Goo_Kim_Fui, India, 87, 1908, Unknown
Gopal_Ganesh_Agarkar, India, 87, 1895, Unknown
Gordon_M._Nelson, United States, 52, 1993, Unknown
Gorelal_Manishi, Unknwon, 68, 2012, Unknown
Grace_Lee_Boggs, United States, 100, 2015, Unknown
Grace_Lorch, United States, 71, 1974, Unknown
Grace_Mera_Molisa, Vanuatu, 56, 2002, Unknown
Grace_Rohrer, United States, 87, 2011, Unknown
Grace_Scobie, United States, 87, 1957, Unknown
Graham_Michael_Lesch, Unknwon, 71, 2007, Unknown
Graham_T._Perry, United States, 66, 1960, Unknown
Granville_Knight, United States, 78, 1982, Unknown
Gresham_Kirkby, Unknwon, 90, 2006, Unknown
Gretchen_Wyler, Unknwon, 75, 2007, Breast cancer
Griffiths_Mxenge, Unknwon, 46, 1981, Unknown
Grigor_Artsruni, Unknwon, 46, 1892, Unknown
Grigory_Korganov, Georgia, 32, 1918, Unknown
Guadalupe_Huerta, United States, 80, 2000, Unknown
Guillaume_de_Felice, United States, 80, 1871, Unknown
Gunnar_Ousland, United States, 80, 1967, Unknown
Gus_Saron, Unknwon, 84, 1989, Unknown
Gus_Young_(civil_rights_leader), United States, 60, 1969, Unknown
Gustav_Adolf_Lenk, Germany, 84, 1987, Unknown
Guy_Chichester, United States, 74, 2009, Unknown
Gwendolyn_Lizarraga, Belize, 74, 1975, Unknown
Gwilherm_Berthou, Unknwon, 43, 1951, Unknown
Hermann_von_Teschenberg, Unknwon, 43, 1911, Unknown
Herschel_D._Newsom, United States, 65, 1970, Unknown
Hetty_Bower, United Kingdom, 108, 2013, Unknown
Hijam_Irabot, Unknwon, 55, 1951, Unknown
Hikmat_Abu_Zayd, Egypt, 89, 2011, Unknown
Hikmet_Kıvılcımlı, Unknwon, 69, 1971, Unknown
Hilda_Bernstein, Unknwon, 91, 2006, Unknown
Hilda_Gibson, United Kingdom, 88, 2013, Unknown
Hilliard_P._Jenkins, United States, 70, 1992, Unknown
Hind_al-Husseini, Palestine, 78, 1994, Unknown
Hiram_Chase, Palestine, 78, 1928, Unknown
Hiram_Warner_Farnsworth, Palestine, 78, 1899, Unknown
Hirini_Melbourne, Unknwon, 54, 2003, Unknown
Hisham_Sharabi, Lebanon, 78, 2005, Unknown
Hoda_Saber, Iran, 52, 2011, Unknown
Holcombe_Rucker, United States, 39, 1965, Unknown
Holly_Coors, United States, 89, 2009, Unknown
Homa_Darabi, Iran, 54, 1994, Unknown
Homer_Hulbert, Iran, 54, 1949, Unknown
Hong_Beom-do, Iran, 54, 1943, Unknown
Hortense_Sparks_Ward, Iran, 54, 1944, Unknown
Howard_Junior_Brown, United States, 51, 1975, Unknown
Howard_Schomer, Unknwon, 86, 2001, Unknown
Hsiao_Li_Lindsay,_Baroness_Lindsay_of_Birker, United Kingdom, 94, 2010, Unknown
Hugh_A._Bentley, United States, 75, 1984, Unknown
Hugh_Brock, United Kingdom, 71, 1985, Unknown
Hugh_D._Riordan, United States, 73, 2005, Unknown
Hulet_M._Wells, United States, 73, 1970, Unknown
Humphrey_%22Yankee%22_Smith, United States, 73, 1857, Unknown
Humphrey_Moore, United Kingdom, 86, 1995, Unknown
Hunter_Watts, United Kingdom, 86, 1923, Unknown
Hymie_Barsel, Unknwon, 67, 1987, Unknown
Hörður_Barðdal, Unknwon, 63, 2009, Unknown
Hüseyin_Velioğlu, Unknwon, 48, 2000, Unknown
Hans_Neumann, Unknwon, 48, 1919, Unknown
Hansa_Jivraj_Mehta, India, 98, 1995, Unknown
Hari_Raoji_Chiplunkar, India, 98, 1896, Unknown
Harlean_James, India, 98, 1969, Unknown
Harlon_Carter, United States, 78, 1991, Unknown
Harold_Cressy, Unknwon, 27, 1916, Unknown
Harold_H._Thompson_(anarchist), Unknwon, 66, 2008, Unknown
Harold_Pinter_and_academia, Unknwon, 78, 2008, Unknown
Harriet_Belchic, United States, 71, 1999, Unknown
Harriet_Bishop, United States, 71, 1883, Unknown
Harriet_Duncan_Hobart, United States, 71, 1898, Unknown
Harriet_Nahanee, Canada, 72, 2007, Unknown
Harriet_Nevins, Canada, 72, 1929, Unknown
Harriet_Pilpel, United States, 80, 1991, Unknown
Harriet_Shetler, United States, 93, 2010, Unknown
Harriet_Williams_Russell_Strong, United States, 93, 1926, Unknown
Harriette_Moore, United States, 50, 1952, Unknown
Harrison_H._Dodd, United States, 50, 1906, Unknown
Harry_Cowley, Unknwon, 81, 1971, Unknown
Harry_Kelly_(anarchist), Unknwon, 81, 1953, Unknown
Harry_Robertson_(folk_singer), Unknwon, 72, 1995, Unknown
Harry_Schwarz, Unknwon, 86, 2010, Unknown
Harry_Wicks, United Kingdom, 84, 1989, Unknown
Harun_Karadeniz, Turkey, 33, 1975, Unknown
Hasan_Tahsini, Turkey, 33, 1881, Unknown
Hassan_Nasir, Pakistan, 32, 1960, Unknown
Hassan_Zia-Zarifi, Iran, 36, 1975, Unknown
Hayley_Okines, United Kingdom, 18, 2015, Unknown
Heather_MacAllister_(activist), United States, 39, 2007, Unknown
Heberto_Sein, Mexico, 79, 1977, Unknown
Heinz_Norden, United Kingdom, 73, 1978, Unknown
Helen_Bamber, Unknwon, 89, 2014, Unknown
Helen_Barrett_Montgomery, Unknwon, 89, 1934, Unknown
Helen_Clyde_Inglis, Unknwon, 89, 1945, Unknown
Helen_Fisher_Frye, United States, 96, 2014, Unknown
Helen_Gardiner, Canada, 70, 2008, Cancer
Helen_Hill, Unknwon, 37, 2007, Unknown
Helen_J._Farabee, United States, 54, 1988, Unknown
Helen_Joseph_House, United Kingdom, 87, 1992, Unknown
Helen_Kim, South Korea, 71, 1970, Unknown
Helen_L._Seaborg, United States, 89, 2006, Unknown
Helen_Lemme, Unknwon, 64, 1968, Unknown
Helen_Marot, Unknwon, 64, 1940, Unknown
Helen_Milliken, United States, 90, 2012, Unknown
Helen_Rodríguez_Trías, Unknwon, 72, 2001, Unknown
Helen_Tufts_Bailie, Unknwon, 72, 1962, Unknown
Helena_Charles, United Kingdom, 86, 1997, Unknown
Helene_Berg, Germany, 100, 2006, Unknown
Helene_Lange, Germany, 100, 1930, Unknown
Hemanta_Kumar_Sarkar, India, 55, 1952, Unknown
Henri-Robert_Petit, France, 86, 1985, Unknown
Henrietta_Greville, France, 86, 1964, Unknown
Henriette_Bie_Lorentzen, Norway, 90, 2001, Unknown
Henry_Boernstein, Norway, 90, 1892, Unknown
Henry_Cleveland_Putnam, Norway, 90, 1912, Unknown
Henry_D._Messer, United States, 87, 2014, Unknown
Henry_Gerber, Unknwon, 80, 1972, Unknown
Henry_Moskowitz_(civil_rights_leader), Unknwon, 80, 1936, Unknown
Henry_Nicols, Unknwon, 27, 2000, Unknown
Henry_Ohl,_Jr., Unknwon, 27, 1940, Unknown
Henry_Schwarzschild, United States, 71, 1996, Unknown
Henryk_Abicht, United States, 71, 1863, Unknown
Henryk_Korab-Janiewicz, United States, 74, 1971, Unknown
Heo_Se-uk, Unknwon, 54, 2007, Unknown
Herbert_Burrows, Unknwon, 54, 1922, Unknown
Herbert_H._Manson, Unknwon, 54, 1914, Unknown
Herbert_J._Taylor, United States, 85, 1978, Unknown
Herbert_Welsh, United States, 85, 1941, Unknown
Herman_Frank_Cash, United States, 76, 1994, Unknown
Herman_Kingori_Maingi, India, 89, 2009, Unknown
Haia_Lifșiț, Romania, 26, 1929, Unknown
Haidar_Abdel-Shafi, Palestine, 88, 2007, Unknown
Haidara_Kontorfilli, Unknwon, 41, 1931, Unknown
Haji_Idrees_Palh, Pakistan, 73, 1999, Unknown
Haji_Idress_Palh, Pakistan, 73, 1999, Unknown
Hajj_Sayyah, Pakistan, 73, 1925, Unknown
Hakim_Jamal, United States, 42, 1973, Unknown
Hal_Draper, United States, 76, 1990, Unknown
Haleh_Sahabi, Iran, 54, 2011, Unknown
Halina_Janiszewska, United States, 97, 2006, Unknown
Halina_Krahelska, Poland, 53, 1945, Unknown
Hallie_Quinn_Brown, Poland, 53, 1949, Unknown
Halvor_Midtbø, Norway, 102, 1985, Unknown
Hambardzum_Arakelian, Norway, 102, 1918, Unknown
Hamdi_Lembarki, Unknwon, 31, 2005, Head injury
Hameed_Baloch, Pakistan, 23, 1981, Unknown
Hamid_Ashraf, Iran, 30, 1976, Unknown
Hamida_Barmaki, Afghanistan, 41, 2011, Unknown
Hamida_Javanshir, Afghanistan, 41, 1955, Unknown
Hampartzoum_Berberian, United States, 94, 1999, Unknown
Han_Seung-oh, South Korea, 35, 2013, Unknown
Handrij_Zejler, South Korea, 35, 1872, Unknown
Hank_Wilson, Unknwon, 61, 2008, Unknown
Hannah_G._Solomon, Unknwon, 61, 1942, Unknown
Hannah_Jumper, Unknwon, 61, 1865, Unknown
I._K._Kumaran, Unknwon, 61, 0026, Unknown
Ian_Kagedan, Canada, 59, 2014, Unknown
Ibrahim_Sultan_Ali, Eritrea, 78, 1987, Unknown
Ida_B._Kinney, United States, 105, 2009, Unknown
Ida_B._Wise, United States, 105, 1952, Unknown
Ida_Craddock, United States, 105, 1902, Unknown
Ida_Darwin, United States, 105, 1946, Unknown
Idris_Cox, United Kingdom, 90, 1989, Unknown
Igal_Roodenko, United States, 74, 1991, Unknown
Ignác_Martinovics, United States, 74, 1795, Unknown
Ilhan_New, South Korea, 76, 1971, Unknown
Ilie_Pintilie, Romania, 37, 1940, Unknown
Ilya_Fondaminsky, Romania, 37, 1942, Unknown
Imari_Obadele, United States, 80, 2010, Unknown
Immanuel_Winkler, Russia, 46, 1932, Unknown
Immanuvel_Devendrar, India, 33, 1957, Unknown
Ines_Donati, Italy, 24, 1924, Unknown
Inez_Baskin, United States, 91, 2007, Unknown
Ingebrigt_Belle, United States, 91, 1845, Unknown
Ingrid_Washinawatok, United States, 42, 1999, Unknown
Ion_Cârja, United States, 55, 1977, Unknown
Irene_Grootboom, South Africa, 39, 2008, Unknown
Irene_Levine_Paull, Unknwon, 73, 1981, Unknown
Đinh_Công_Tráng, Unknwon, 73, 1887, Unknown
Irmã_Dulce_Pontes, Brazil, 78, 1992, Unknown
Isa_Alptekin, Turkey, 93, 1995, Unknown
Isaac_Edward_Ferguson, Canada, 76, 1964, Unknown
Isabel_Atkinson, Canada, 77, 1968, Unknown
Isabel_González, Unknwon, 89, 1971, Unknown
Isabel_Longworth, Australia, 80, 1961, Unknown
Ishbel_MacAskill, Unknwon, 70, 2011, Unknown
Ishmael_Flory, United States, 97, 2004, Unknown
Ismail_Ahmed_Cachalia, Unknwon, 95, 2003, Unknown
Isolina_Rondón, Unknwon, 77, 1990, Unknown
Isparhecher, Unknwon, 77, 1902, Unknown
Ivan_Tomašević_(activist), Unknwon, 91, 1988, Unknown
Ivan_Toms, Unknwon, 56, 2008, Unknown
